pedestrianId simTime groupId-PID5
1 0.0 0
2 0.0 0
3 0.0 0
4 0.0 0
5 0.0 0
6 0.0 0
7 0.0 0
8 0.0 0
9 0.0 0
10 0.0 0
11 0.0 1
12 0.0 1
13 0.0 1
14 0.0 1
15 0.0 1
16 0.0 1
17 0.0 1
18 0.0 1
19 0.0 1
20 0.0 1
21 0.0 1
22 0.0 1
23 0.0 1
24 0.0 1
25 0.0 1
26 0.0 1
27 0.0 1
28 0.0 1
29 0.0 1
30 0.0 1
31 0.0 1
32 0.0 1
33 0.0 1
34 0.0 1
35 0.0 1
36 0.0 0
37 0.0 1
38 0.0 1
39 0.0 1
40 0.0 1
41 0.0 1
42 0.0 1
43 0.0 1
44 0.0 1
45 0.0 1
46 0.0 1
47 0.0 1
48 0.0 1
49 0.0 1
50 0.0 1
51 0.0 1
52 0.0 1
53 0.0 1
54 0.0 1
55 0.0 1
56 0.0 1
57 0.0 1
58 0.0 1
59 0.0 1
60 0.0 1
61 0.0 1
62 0.0 1
63 0.0 1
64 0.0 1
65 0.0 1
66 0.0 1
67 0.0 1
68 0.0 1
69 0.0 1
70 0.0 1
71 0.2 1
72 0.2 1
73 0.2 1
74 0.2 1
75 0.2 1
76 0.2 1
77 0.2 1
78 0.2 1
79 0.2 1
80 0.2 1
81 0.2 1
82 0.2 1
83 0.2 1
84 0.2 1
85 0.2 1
86 0.2 1
87 0.2 1
88 0.2 1
89 0.2 1
90 0.2 1
91 0.2 1
92 0.2 1
93 0.2 1
94 0.2 1
95 0.2 1
96 0.2 1
97 0.2 1
98 0.2 1
99 0.2 1
100 0.2 1
101 0.2 1
102 0.2 1
103 0.2 1
104 0.2 1
105 0.2 1
106 0.2 1
107 0.2 1
108 0.2 1
109 0.2 1
110 0.2 1
111 0.2 1
112 0.2 1
113 0.2 1
114 0.2 1
115 0.2 1
116 0.2 1
117 0.2 1
118 0.2 1
119 0.2 1
120 0.2 1
121 0.2 1
122 0.2 1
123 0.2 1
124 0.2 1
125 0.2 1
126 0.2 1
127 0.2 1
128 0.2 1
129 0.2 1
130 0.2 1
131 0.2 1
132 0.2 1
